R,"Krenko, Tin Street Kingpin",1171
UB,"Rona, Herald of Invasion",1170
B,"Gisa, Glorious Resurrector",1164
GU,"Gor Muldrak, Amphinologist",1163
UR,"Arjun, the Shifting Flame",1163
WBG,"Colfenor, the Last Yew",1163
WUBRG,"Sliver Queen",1161
U,"Jacob Hauken, Inspector",1157
GU,"Prime Speaker Vannifar",1154
WB,"Edgar, Charmed Groom",1154
U,"Thassa, Deep-Dwelling",1152
W,"Elesh Norn",1149
UB,"Sivitri, Dragon Master",1147
BG,"Chevill, Bane of Monsters",1146
B,"Gonti, Lord of Luxury",1142
BR,"Karazikar, the Eye Tyrant",1140
WUB,"Chromium, the Mutable",1136
U,"Alandra, Sky Dreamer",1135
WB,"Commissar Severina Raine",1134
RG,"Agatha of the Vile Cauldron",1124
W,"Gandalf the White",1123
GWU,"Storvald, Frost Giant Jarl",1122
G,"Titania, Nature's Force",1122
RWB,"Kroxa and Kunoros",1120
UB,"Vohar, Vodalian Desecrator",1118
B,"Massacre Girl",1118
BG,"Tyvar the Bellicose",1117
WUBRG,"O-Kagachi, Vengeful Kami",1110
R,"Syr Carah, the Bold",1110
BRG,"Sek'Kuar, Deathkeeper",1108
URW,"Dynaheir, Invoker Adept",1105
WUBR,"Akiri, Line-Slinger",1101
RG,"Kodama of the East Tree",1100
RWB,"Mathas, Fiend Seeker",1099
B,"Phage the Untouchable",1099
GUR,"Malcolm, Keen-Eyed Navigator",1096
BG,"Savra, Queen of the Golgari",1095
U,"Memnarch",1095
UR,"Adeliz, the Cinder Wind",1093
WBG,"Ikra Shidiqi, the Usurper",1088
WB,"Firja, Judge of Valor",1088
RG,"Radha, Heart of Keld",1087
GU,"Experiment Kraj",1084
c,"Ulamog, the Ceaseless Hunger",1080
BR,"Rograkh, Son of Rohgahh",1078
GU,"Tatyova, Steward of Tides",1078
G,"Sasaya, Orochi Ascendant",1077
W,"Lyra Dawnbringer",1073
RWB,"Jeska, Thrice Reborn",1072
WUB,"Dakkon Blackblade",1072
RW,"Rograkh, Son of Rohgahh",1067
GW,"Tadeas, Juniper Ascendant",1067
W,"Skrelv, Defector Mite",1065
RG,"Gallia of the Endless Dance",1061
W,"Kemba, Kha Regent",1060
GW,"Siona, Captain of the Pyleas",1058
BG,"Varolz, the Scar-Striped",1058
BG,"Glissa Sunslayer",1053
GU,"Galadriel, Elven-Queen",1052
URW,"Sevinne, the Chronoclasm",1050
WUB,"Toluz, Clever Conductor",1045
RW,"Quintorius, Field Historian",1035
G,"Grothama, All-Devouring",1031
UBR,"Kraum, Ludevic's Opus",1028
WUB,"Malcolm, Keen-Eyed Navigator",1026
RW,"Baeloth Barrityl, Entertainer",1022
GW,"Mirri, Weatherlight Duelist",1016
GUR,"Borborygmos and Fblthp",1013
RW,"Cadric, Soul Kindler",1006
BG,"The Most Dangerous Gamer",1003
BG,"Nemata, Primeval Warden",1002
B,"Varragoth, Bloodsky Sire",1002
RW,"Pia Nalaar, Consul of Revival",996
GWU,"Katilda and Lier",995
G,"Wilson, Refined Grizzly",993
RW,"Astor, Bearer of Blades",993
BR,"Kaervek the Merciless",992
GW,"Shalai, Voice of Plenty",987
R,"Inferno of the Star Mounts",987
B,"Arvinox, the Mind Flail",980
WUBRG,"Atogatog",978
GU,"Verazol, the Split Current",977
BR,"Totentanz, Swarm Piper",973
U,"Arcum Dagsson",971
RW,"Aisha of Sparks and Smoke",968
RGW,"Phabine, Boss's Confidant",964
GW,"Maja, Bretagard Protector",964
WU,"Dragonlord Ojutai",961
WUBRG,"Niv-Mizzet, Supreme",955
U,"Donal, Herald of Wings",954
WUB,"Inquisitor Greyfax",947
W,"Celestine, the Living Saint",947
RGW,"Ardenn, Intrepid Archaeologist",944
WUBRG,"Cromat",941
WU,"Raff, Weatherlight Stalwart",940
R,"Heartless Hidetsugu",940
WUB,"Rebbec, Architect of Ascension",934
UR,"Edgin, Larcenous Lutenist",934
WBG,"Kodama of the East Tree",931
BR,"The Balrog, Durin's Bane",931
U,"Jalira, Master Polymorphist",931
GW,"Sigarda, Champion of Light",930
GU,"Inga and Esika",928
BRGW,"Bruse Tarl, Boorish Herder",923
WUBRG,"Rukarumel, Biologist",922
UR,"Gandalf the Grey",920
B,"Endrek Sahr, Master Breeder",916
RG,"Hans Eriksson",915
WU,"Harbin, Vanguard Aviator",906
GW,"Ellivere of the Wild Court",904
B,"Ashnod, Flesh Mechanist",903
BR,"Olivia Voldaren",901
GW,"Samwise Gamgee",901
GU,"Momir Vig, Simic Visionary",900
GWU,"Kestia, the Cultivator",894
R,"Kediss, Emberclaw Familiar",892
WU,"Raff Capashen, Ship's Mage",892
B,"Mikaeus, the Unhallowed",891
WB,"Ria Ivor, Bane of Bladehold",891
BR,"Kalain, Reclusive Painter",888
WBG,"Kamahl, Heart of Krosa",887
RW,"Quintorius, Loremaster",886
UB,"Tegwyll, Duke of Splendor",884
WBG,"Ikra Shidiqi, the Usurper",881
U,"Unctus, Grand Metatect",881
UB,"Venser, Corpse Puppet",877
UR,"Rowan Kenrith",877
RGW,"Rith, Liberated Primeval",875
UB,"Rilsa Rael, Kingpin",875
B,"Vilis, Broker of Blood",873
GU,"Kaseto, Orochi Archmage",866
GW,"Ohabi Caleria",866
RG,"Grand Warlord Radha",864
RW,"Agrus Kos, Eternal Soldier",863
c,"Kozilek, Butcher of Truth",862
RW,"Kellan, the Fae-Blooded",860
GU,"Tanazir Quandrix",860
RW,"Rem Karolus, Stalwart Slayer",857
URW,"Immard, the Stormcleaver",855
U,"Emperor Mihail II",854
GW,"Drizzt Do'Urden",854
B,"Taborax, Hope's Demise",848
BG,"Thelon of Havenwood",848
GU,"Elrond, Master of Healing",847
RWB,"Tariel, Reckoner of Souls",847
G,"Reki, the History of Kamigawa",846
WU,"Geist of Saint Traft",845
RGW,"Rienne, Angel of Rebirth",843
UR,"Keranos, God of Storms",841
B,"Erebos, God of the Dead",839
B,"Sheoldred, Whispering One",833
RGW,"Rith, the Awakener",828
GUR,"Intet, the Dreamer",823
G,"Seton, Krosan Protector",819
B,"Szarekh, the Silent King",817
R,"Khârn the Betrayer",815
RGW,"Ultra Magnus, Tactician",815
WBG,"Othelm, Sigardian Outcast",813
RG,"Rosheen Meanderer",811
RG,"General Marhault Elsdragon",810
U,"Teferi, Temporal Archmage",808
RW,"Commander Liara Portyr",808
WUB,"Nihiloor",807
BR,"Ayara, Widow of the Realm",805
RG,"Mina and Denn, Wildborn",805
R,"Dargo, the Shipwrecker",802
BRG,"Gyrus, Waker of Corpses",801
BR,"Rohgahh, Kher Keep Overlord",799
B,"Sheoldred",799
GW,"Gaddock Teeg",794
UB,"Zellix, Sanity Flayer",793
WUB,"Soundwave, Sonic Spy",792
RWB,"Snapdax, Apex of the Hunt",792
B,"King Macar, the Gold-Cursed",792
U,"Naban, Dean of Iteration",791
WBG,"Nikara, Lair Scavenger",789
U,"Atemsis, All-Seeing",788
UBR,"Nicol Bolas",786
GWU,"Tocasia, Dig Site Mentor",785
BG,"Old Rutstein",783
GU,"The Goose Mother",778
BR,"Judith, the Scourge Diva",777
GW,"Yenna, Redtooth Regent",777
BGU,"Rayami, First of the Fallen",775
W,"Evra, Halcyon Witness",774
RGW,"Gahiji, Honored One",773
G,"Legolas, Master Archer",773
GU,"Moritte of the Frost",773
B,"Acererak the Archlich",772
BR,"Lagomos, Hand of Hatred",771
U,"Geralf, Visionary Stitcher",769
c,"Emrakul, the Promised End",769
UR,"Nin, the Pain Artist",766
R,"Kiki-Jiki, Mirror Breaker",766
UB,"Mirko Vosk, Mind Drinker",765
RG,"Durnan of the Yawning Portal",763
BRG,"Wasitora, Nekoru Queen",760
U,"Jace, Vryn's Prodigy",759
RG,"Ganax, Astral Hunter",754
R,"Ilharg, the Raze-Boar",753
UB,"Kels, Fight Fixer",752
GU,"Gretchen Titchwillow",749
URW,"Zurgo and Ojutai",749
UR,"Baral and Kari Zev",748
W,"Ao, the Dawn Sky",747
R,"Subira, Tulzidi Caravanner",746
UR,"Zara, Renegade Recruiter",745
R,"Bosh, Iron Golem",745
RW,"Djeru and Hazoret",745
B,"Rankle, Master of Pranks",743
GU,"Jolrael, Voice of Zhalfir",737
B,"The Raven Man",736
W,"Zeriam, Golden Wind",730
GWU,"Angus Mackenzie",730
GUR,"Rograkh, Son of Rohgahh",730
RW,"Mila, Crafty Companion",728
WUBRG,"Tazri, Stalwart Survivor",727
URW,"Saint Traft and Rem Karolus",724
BRG,"Bhaal, Lord of Murder",724
U,"Patron of the Moon",720
c,"Syr Ginger, the Meal Ender",720
UB,"Vela the Night-Clad",712
BRG,"Karrthus, Tyrant of Jund",712
BG,"Gorm the Great",712
BRG,"Tana, the Bloodsower",709
WB,"Aryel, Knight of Windgrace",708
RW,"Archangel Avacyn",705
R,"Urabrask, Heretic Praetor",703
WUB,"Sakashima of a Thousand Faces",703
UR,"Niv-Mizzet, the Firemind",702
GW,"Queen Allenal of Ruadach",701
W,"Bruna, the Fading Light",697
RG,"Tahngarth, First Mate",695
WB,"Obzedat, Ghost Council",693
U,"Arcanis the Omnipotent",691
RW,"Kalemne, Disciple of Iroas",690
G,"Nylea, Keen-Eyed",689
UR,"Dalakos, Crafter of Wonders",689
G,"Shigeki, Jukai Visionary",688
B,"Seizan, Perverter of Truth",688
B,"Anrakyr the Traveller",686
W,"Nahiri, the Lithomancer",686
G,"Fangorn, Tree Shepherd",682
UBR,"Mishra, Artificer Prodigy",682
G,"Questing Beast",677
WB,"Selenia, Dark Angel",677
GWU,"Rubinia Soulsinger",676
WBG,"Teneb, the Harvester",675
U,"The Watcher in the Water",672
BGU,"Nashi, Moon's Legacy",670
WUBRG,"Sliver Legion",669
WB,"Verrak, Warped Sengir",669
W,"Keleth, Sunmane Familiar",667
G,"Zopandrel, Hunger Dominus",665
B,"Yahenni, Undying Partisan",661
BG,"Wilson, Refined Grizzly",661
UB,"Narfi, Betrayer King",661
URW,"Numot, the Devastator",660
WU,"Hama Pashar, Ruin Seeker",659
WUB,"Ertai, the Corrupted",658
BG,"Izoni, Thousand-Eyed",656
U,"Cosima, God of the Voyage",656
GU,"Círdan the Shipwright",655
BG,"Greta, Sweettooth Scourge",652
BG,"Glissa, Herald of Predation",651
G,"Yorvo, Lord of Garenbrig",650
UBR,"Lord of Tresserhorn",650
UR,"Jori En, Ruin Diver",650
B,"Drivnod, Carnage Dominus",649
BR,"Bladewing, Deathless Tyrant",647
WU,"Oji, the Exquisite Blade",647
G,"Thrun, the Last Troll",645
GW,"Ich-Tekik, Salvage Splicer",643
RW,"Plargg, Dean of Chaos",643
W,"Rune-Tail, Kitsune Ascendant",642
UB,"Atris, Oracle of Half-Truths",639
G,"Vorinclex",639
URW,"Gnostro, Voice of the Crags",639
G,"Nissa, Resurgent Animist",639
W,"Bennie Bracks, Zoologist",638
R,"Lovisa Coldeyes",638
BR,"Zagras, Thief of Heartbeats",636
GUR,"Thrasios, Triton Hero",635
WU,"Malcator, Purity Overseer",632
WU,"Denry Klin, Editor in Chief",629
WB,"Drana and Linvala",629
WU,"Isperia, Supreme Judge",627
G,"Grunn, the Lonely King",625
RW,"Khorvath Brightflame",624
UBR,"Parnesse, the Subtle Brush",622
B,"Starscream, Power Hungry",621
BRGW,"Ravos, Soultender",617
U,"Drafna, Founder of Lat-Nam",614
W,"Mangara, the Diplomat",612
GU,"Tishana, Voice of Thunder",610
UBRG,"Kydele, Chosen of Kruphix",609
RGW,"Hazezon Tamar",607
GUR,"Bjorna, Nightfall Alchemist",607
c,"Omarthis, Ghostfire Initiate",603
WU,"Daxos of Meletis",601
GW,"Wilson, Refined Grizzly",601
WU,"Kangee, Aerie Keeper",596
GW,"Gylwain, Casting Director",594
GU,"Eutropia the Twice-Favored",594
c,"Hope of Ghirapur",594
GU,"Roalesk, Apex Hybrid",593
B,"Jerren, Corrupted Bishop",592
UB,"Skeleton Ship",591
G,"Nissa, Vastwood Seer",590
GWU,"Jenara, Asura of War",588
UB,"Krydle of Baldur's Gate",587
RG,"Jaheira, Friend of the Forest",582
W,"Isamaru, Hound of Konda",581
GU,"Eligeth, Crossroads Augur",579
UBRG,"Ikra Shidiqi, the Usurper",577
UBRG,"Cecily, Haunted Mage",577
URW,"Ardenn, Intrepid Archaeologist",574
R,"Orthion, Hero of Lavabrink",574
B,"Mortarion, Daemon Primarch",574
UB,"Safana, Calimport Cutthroat",567
RW,"Akroma, Vision of Ixidor",566
WU,"Sygg, River Guide",563
R,"Grenzo, Havoc Raiser",560
c,"The Peregrine Dynamo",560
GW,"Treebeard, Gracious Host",559
WBG,"Sidar Kondo of Jamuraa",558
G,"Jolrael, Mwonvuli Recluse",555
BR,"Gut, True Soul Zealot",555
G,"Multani, Yavimaya's Avatar",554
RW,"Jor Kadeen, First Goldwarden",552
R,"Goro-Goro, Disciple of Ryusei",551
B,"Korlash, Heir to Blackblade",550
U,"God-Eternal Kefnet",550
B,"Volrath the Fallen",549
BG,"Pharika, God of Affliction",548
UB,"Ramirez DePietro, Pillager",547
RW,"Shadowfax, Lord of Horses",546
R,"Captain Ripley Vance",542
BRGW,"Elmar, Ulvenwald Informant",542
B,"Gollum, Obsessed Stalker",542
UB,"Inquisitor Eisenhorn",541
UB,"Ghost of Ramirez DePietro",540
GU,"Prime Speaker Zegana",539
R,"Zirilan of the Claw",537
U,"Fblthp, the Lost",536
WUBR,"Cecily, Haunted Mage",536
W,"Lin Sivvi, Defiant Hero",534
GW,"King Darien XLVIII",534
W,"Thalia, Guardian of Thraben",533
WUB,"Hargilde, Kindly Runechanter",533
WB,"Teysa, Envoy of Ghosts",531
UB,"Wrexial, the Risen Deep",530
U,"Sun Quan, Lord of Wu",529
RWB,"Kaalia, Zenith Seeker",528
RW,"Odric, Blood-Cursed",528
BR,"Kethek, Crucible Goliath",528
G,"Mowu, Loyal Companion",527
RWB,"Sophina, Spearsage Deserter",527
BR,"Olivia, Mobilized for War",526
U,"Nezahal, Primal Tide",524
W,"Kytheon, Hero of Akros",520
BR,"Flamewar, Brash Veteran",519
GWU,"Jedit Ojanen, Mercenary",518
WB,"Ravos, Soultender",517
GU,"Zimone, Quandrix Prodigy",517
U,"Jin-Gitaxias, Core Augur",516
G,"Runadi, Behemoth Caller",514
B,"Yargle, Glutton of Urborg",512
UB,"Rona, Sheoldred's Faithful",512
G,"Eladamri, Lord of Leaves",510
WU,"Hanna, Ship's Navigator",510
WU,"Ayesha Tanaka, Armorer",509
BR,"Bladewing the Risen",508
B,"Tivash, Gloom Summoner",508
G,"Thrasta, Tempest's Roar",506
R,"Jeska, Thrice Reborn",506
GW,"Saffi Eriksdotter",504
WU,"Gwafa Hazid, Profiteer",504
G,"Gilanra, Caller of Wirewood",503
U,"Grazilaxx, Illithid Scholar",503
UR,"Lozhan, Dragons' Legacy",502
B,"Burakos, Party Leader",501
B,"Kokusho, the Evening Star",501
BR,"Neheb, the Worthy",500
RG,"Samut, Vizier of Naktamun",499
WU,"Stenn, Paranoid Partisan",499
UR,"Ganax, Astral Hunter",496
W,"Odric, Master Tactician",496
B,"Sidisi, Undead Vizier",496
BR,"Krark, the Thumbless",494
GUR,"Dargo, the Shipwrecker",493
W,"Baldin, Century Herdmaster",489
W,"Nadaar, Selfless Paladin",489
WUB,"Tawnos, Solemn Survivor",488
UB,"Armix, Filigree Thrasher",488
GW,"Dragonlord Dromoka",486
W,"Mavinda, Students' Advocate",484
R,"Neheb, Dreadhorde Champion",483
BG,"Sivriss, Nightmare Speaker",482
RW,"Tajic, Blade of the Legion",481
W,"Daxos, Blessed by the Sun",480
U,"Blind Seer",479
W,"Abdel Adrian, Gorion's Ward",479
GUR,"Krark, the Thumbless",479
U,"Naru Meha, Master Wizard",477
B,"Jadar, Ghoulcaller of Nephalia",477
WU,"Ardenn, Intrepid Archaeologist",476
UBR,"Crosis, the Purger",476
BG,"Blex, Vexing Pest",475
UR,"Uvilda, Dean of Perfection",474
WU,"Temmet, Vizier of Naktamun",474
GWUB,"Kydele, Chosen of Kruphix",473
GW,"Nazahn, Revered Bladesmith",472
G,"Kogla, the Titan Ape",471
RW,"Vikya, Scorching Stalwart",471
U,"Thada Adel, Acquisitor",468
R,"Moraug, Fury of Akoum",467
G,"Kura, the Boundless Sky",465
W,"Xenk, Paladin Unbroken",465
UB,"Ertai Resurrected",465
U,"Muzzio, Visionary Architect",463
GWU,"Ishai, Ojutai Dragonspeaker",463
U,"Alrund, God of the Cosmos",462
W,"Linden, the Steadfast Queen",461
U,"Empress Galina",461
URW,"Ishai, Ojutai Dragonspeaker",458
RW,"Haktos the Unscarred",458
G,"Seshiro the Anointed",458
BG,"Uurg, Spawn of Turg",457
R,"Themberchaud",455
R,"Rosnakht, Heir of Rohgahh",454
UBR,"Cecily, Haunted Mage",452
G,"Vorinclex, Voice of Hunger",450
U,"Thassa, God of the Sea",449
WUB,"The Ever-Changing 'Dane",449
URW,"Akim, the Soaring Wind",448
UR,"Karlach, Fury of Avernus",447
G,"Gwenna, Eyes of Gaea",446
G,"Doric, Nature's Warden",446
WB,"General Kudro of Drannith",444
WB,"Abdel Adrian, Gorion's Ward",443
BR,"Kamber, the Plunderer",442
R,"Varchild, Betrayer of Kjeldor",441
RW,"Akiri, Line-Slinger",440
WUBR,"Cecily, Haunted Mage",437
UR,"Dargo, the Shipwrecker",436
R,"Urabrask the Hidden",435
GW,"Jaheira, Friend of the Forest",435
UBR,"Armix, Filigree Thrasher",434
RW,"Keleth, Sunmane Familiar",431
WU,"Esior, Wardwing Familiar",431
BG,"Sapling of Colfenor",431
RW,"Kediss, Emberclaw Familiar",431
R,"Hazoret the Fervent",429
UB,"Circu, Dimir Lobotomist",426
W,"Losheel, Clockwork Scholar",424
R,"Kurkesh, Onakke Ancient",422
B,"Nashi, Moon Sage's Scion",421
BRG,"Korvold, Gleeful Glutton",421
R,"Ojer Axonil, Deepest Might",420
GUR,"Kodama of the East Tree",419
WB,"Lotho, Corrupt Shirriff",418
B,"Tourach, Dread Cantor",418
WU,"Rasputin Dreamweaver",415
UR,"Sarkhan, Soul Aflame",414
RW,"Captain Rex Nebula",414
RW,"Ardenn, Intrepid Archaeologist",412
B,"Asmodeus the Archfiend",411
B,"Timothar, Baron of Bats",411
RG,"Erinis, Gloom Stalker",410
G,"Rhonas the Indomitable",410
R,"Squee, the Immortal",410
R,"Farid, Enterprising Salvager",410
RG,"Alena, Kessig Trapper",408
BG,"Sisters of Stone Death",406
UR,"Rootha, Mercurial Artist",404
URW,"Leori, Sparktouched Hunter",401
UR,"Baeloth Barrityl, Entertainer",400
WU,"Belisarius Cawl",400
UBR,"Sol'kanar the Swamp King",399
RG,"Rulik Mons, Warren Chief",398
W,"Djeru, With Eyes Open",398
BRG,"Xira Arien",397
RGWU,"Elmar, Ulvenwald Informant",396
W,"Patron of the Kitsune",395
G,"Old Gnawbone",394
G,"Renata, Called to the Hunt",393
W,"Kwende, Pride of Femeref",392
GUR,"Kraum, Ludevic's Opus",392
B,"Balthor the Defiled",390
BG,"Kagha, Shadow Archdruid",388
RG,"Ulasht, the Hate Seed",386
RW,"Risona, Asari Commander",386
UBR,"Ludevic, Necro-Alchemist",385
GU,"Volo, Itinerant Scholar",385
WUB,"Ardenn, Intrepid Archaeologist",384
RW,"Gut, True Soul Zealot",382
BR,"Rankle and Torbran",382
RWB,"Rograkh, Son of Rohgahh",381
B,"Iname, Death Aspect",381
RG,"Thrakkus the Butcher",380
W,"Hokori, Dust Drinker",380
UB,"Obyra, Dreaming Duelist",379
B,"Ob Nixilis of the Black Oath",378
BR,"Dargo, the Shipwrecker",378
BG,"Umori, the Collector",378
BR,"Lyzolda, the Blood Witch",377
RG,"The Lady of Otaria",377
B,"Witch-king of Angmar",375
BGU,"Indominus Rex, Alpha",374
BR,"Keskit, the Flesh Sculptor",374
R,"Plargg and Nassari",373
BG,"Valentin, Dean of the Vein",371
WU,"Medomai the Ageless",370
U,"Errant, Street Artist",366
WUB,"Ishai, Ojutai Dragonspeaker",366
GW,"Catti-brie of Mithral Hall",365
UBR,"Kraum, Ludevic's Opus",364
RW,"Reyav, Master Smith",363
RG,"Migloz, Maze Crusher",362
R,"Kazuul, Tyrant of the Cliffs",362
GWU,"Thrasios, Triton Hero",362
G,"Saryth, the Viper's Fang",362
G,"Oviya Pashiri, Sage Lifecrafter",361
G,"Varis, Silverymoon Ranger",361
B,"Geth, Lord of the Vault",361
GUR,"Jeska, Thrice Reborn",360
RG,"Gimli, Mournful Avenger",359
BG,"Polukranos, Unchained",359
BG,"Miara, Thorn of the Glade",358
G,"Kamahl, Fist of Krosa",358
U,"Chisei, Heart of Oceans",358
W,"Michiko Konda, Truth Seeker",357
WU,"Niambi, Esteemed Speaker",357
G,"Multani, Maro-Sorcerer",356
W,"Katilda, Dawnhart Martyr",355
RG,"Ich-Tekik, Salvage Splicer",354
WU,"Isperia the Inscrutable",354
UB,"Dee Kay, Finder of the Lost",353
R,"Slobad, Iron Goblin",353
B,"Ob Nixilis, Unshackled",350
GU,"Gandalf, Westward Voyager",350
BG,"Vhati il-Dal",349
WU,"Goldbug, Humanity's Ally",348
B,"Drana, Kalastria Bloodchief",347
BG,"Shessra, Death's Whisper",346
WBG,"Ikra Shidiqi, the Usurper",346
BG,"Erinis, Gloom Stalker",345
GW,"Shanna, Sisay's Legacy",344
WU,"Rasaad yn Bashir",341
RWB,"Malik, Grim Manipulator",341
GU,"Brinelin, the Moon Kraken",341
BR,"Tymaret, the Murder King",340
RW,"Jeska, Thrice Reborn",339
RG,"Stonebrow, Krosan Hero",339
RGW,"Sidar Kondo of Jamuraa",338
BRG,"Kodama of the East Tree",335
BRG,"Dargo, the Shipwrecker",335
BG,"Armix, Filigree Thrasher",335
UR,"Najal, the Storm Runner",335
WB,"Tevesh Szat, Doom of Fools",334
U,"Sakashima the Impostor",333
B,"Drana, Liberator of Malakir",333
W,"Kemba, Kha Enduring",332
GWU,"Ishai, Ojutai Dragonspeaker",332
W,"Heliod, God of the Sun",330
RW,"Gerrard, Weatherlight Hero",330
RW,"Jor Kadeen, the Prevailer",329
GWUB,"Ravos, Soultender",329
B,"Sauron, the Necromancer",328
RGWU,"Ishai, Ojutai Dragonspeaker",327
UB,"Sakashima of a Thousand Faces",327
BRG,"Gilanra, Caller of Wirewood",326
R,"The Red Terror",326
RG,"Blaster, Combat DJ",325
R,"Pashalik Mons",325
U,"Kaho, Minamo Historian",324
W,"Gisela, the Broken Blade",322
GWUB,"Ikra Shidiqi, the Usurper",322
WU,"Azor, the Lawbringer",320
RGWU,"Akiri, Line-Slinger",320
GU,"Kydele, Chosen of Kruphix",320
RG,"The Space Family Goblinson",320
BR,"Burakos, Party Leader",319
RW,"Anax and Cymede",319
U,"Aboshan, Cephalid Emperor",319
U,"Callaphe, Beloved of the Sea",319
UB,"Silumgar, the Drifting Death",319
BR,"Gut, True Soul Zealot",318
W,"Halvar, God of Battle",318
U,"Kefnet the Mindful",316
B,"Whisper, Blood Liturgist",316
WB,"Vona, Butcher of Magan",315
GW,"Asmira, Holy Avenger",314
RGW,"Bruse Tarl, Boorish Herder",313
GW,"Sigarda, Heron's Grace",312
GW,"Torsten, Founder of Benalia",312
UB,"Taigam, Sidisi's Hand",311
B,"Lorcan, Warlock Collector",311
U,"Kairi, the Swirling Sky",309
GU,"Vhal, Candlekeep Researcher",308
B,"Torgaar, Famine Incarnate",307
BG,"Sarevok, Deathbringer",306
BG,"Grakmaw, Skyclave Ravager",306
GU,"Korlessa, Scale Singer",306
RW,"Tiana, Ship's Caretaker",304
U,"Katsumasa, the Animator",304
GU,"Renari, Merchant of Marvels",304
RG,"Targ Nar, Demon-Fang Gnoll",303
BR,"Shagrat, Loot Bearer",303
G,"Surrak and Goreclaw",303
U,"Goldberry, River-Daughter",303
R,"Ib Halfheart, Goblin Tactician",303
BG,"Harald, King of Skemfar",302
c,"Ulamog, the Infinite Gyre",302
W,"Norika Yamazaki, the Poet",301
BR,"Jeska, Thrice Reborn",301
BR,"Exava, Rakdos Blood Witch",301
R,"Jaya Ballard, Task Mage",300
BGU,"Ich-Tekik, Salvage Splicer",299
RG,"Karlach, Fury of Avernus",299
BGU,"Vorosh, the Hunter",297
GWU,"Ich-Tekik, Salvage Splicer",296
BG,"Jaheira, Friend of the Forest",296
BR,"Lucius the Eternal",296
W,"Soraya the Falconer",296
WBG,"Kodama of the East Tree",296
WU,"Sakashima of a Thousand Faces",295
BR,"The Master, Multiplied",295
GW,"Akroma, Vision of Ixidor",295
U,"Urza, Powerstone Prodigy",295
B,"Demonlord Belzenlok",294
RGWU,"Ludevic, Necro-Alchemist",293
W,"Ratchet, Field Medic",293
BR,"Garna, the Bloodflame",292
RWB,"Dargo, the Shipwrecker",290
WB,"Triad of Fates",290
B,"Gorex, the Tombshell",288
GWUB,"Kydele, Chosen of Kruphix",288
WB,"Ravos, Soultender",286
B,"Kalitas, Traitor of Ghet",285
WBG,"Ravos, Soultender",284
RW,"Bell Borca, Spectral Sergeant",283
RG,"Radha, Heir to Keld",282
GW,"Wilson, Refined Grizzly",282
RW,"Adriana, Captain of the Guard",281
G,"Jolrael, Empress of Beasts",278
BG,"Wilson, Refined Grizzly",277
B,"Illuminor Szeras",276
WU,"Linvala, Shield of Sea Gate",275
UR,"Tibor and Lumia",275
B,"Junji, the Midnight Sky",275
UR,"Tawnos, Urza's Apprentice",274
UB,"Dralnu, Lich Lord",274
WUBR,"Ludevic, Necro-Alchemist",273
W,"Danitha, Benalia's Hope",273
B,"Fain, the Broker",273
URW,"Bruse Tarl, Boorish Herder",272
W,"Anafenza, Kin-Tree Spirit",272
U,"Teferi, Mage of Zhalfir",272
BR,"Orcus, Prince of Undeath",271
UBR,"Silas Renn, Seeker Adept",271
RW,"Ardenn, Intrepid Archaeologist",271
UB,"Cyclonus, the Saboteur",271
UBR,"Sol'Kanar the Tainted",269
B,"The Haunt of Hightower",269
U,"Deekah, Fractal Theorist",269
BG,"Reyhan, Last of the Abzan",269
UB,"Dragonlord Silumgar",269
UBR,"Kraum, Ludevic's Opus",268
BRG,"Nadier, Agent of the Duskenel",268
WUB,"Dromar, the Banisher",268
WB,"Vish Kal, Blood Arbiter",267
G,"Patron of the Orochi",265
W,"Danitha Capashen, Paragon",265
WUBR,"Ishai, Ojutai Dragonspeaker",264
U,"Gadwick, the Wizened",263
WB,"Kunoros, Hound of Athreos",263
RG,"Deathleaper, Terror Weapon",263
W,"Zetalpa, Primal Dawn",262
UR,"River Song",262
GU,"Radagast, Wizard of Wilds",261
W,"Brimaz, King of Oreskos",261
RGW,"Akiri, Line-Slinger",260
BGU,"Kydele, Chosen of Kruphix",260
UB,"Sakashima of a Thousand Faces",260
G,"Radagast the Brown",260
WU,"Rasputin, the Oneiromancer",259
U,"Mistform Ultimus",259
G,"Sachi, Daughter of Seshiro",258
W,"Brigid, Hero of Kinsbaile",258
RG,"Jeska, Thrice Reborn",256
B,"Sengir, the Dark Baron",256
GUR,"Sakashima of a Thousand Faces",256
UB,"Rona, Disciple of Gix",255
GUR,"Krark, the Thumbless",255
WBG,"Halana, Kessig Ranger",255
GW,"Dromoka, the Eternal",255
U,"Padeem, Consul of Innovation",255
WB,"Neyam Shai Murad",254
UB,"Ludevic, Necrogenius",253
R,"Zalto, Fire Giant Duke",253
BGU,"Armix, Filigree Thrasher",253
G,"The Tarrasque",253
WB,"Barrowin of Clan Undurr",252
WU,"Dennick, Pious Apprentice",252
R,"Diaochan, Artful Beauty",251
U,"Maeve, Insidious Singer",250
GU,"Jaheira, Friend of the Forest",249
W,"The Gaffer",249
G,"Imaryll, Elfhame Elite",249
WBG,"Alharu, Solemn Ritualist",249
GU,"Elrond of the White Council",248
W,"Mikaeus, the Lunarch",248
GW,"Kodama of the East Tree",247
UR,"Mizzix, Replica Rider",246
